Código CCN,Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Número de camas instaladas,Tipo de Centro,Dependencia Funcional,Observaciones,Concierto,Acreditación Docente
0908005181,080752,HOSPITAL UNIVERSITARI DE BELLVITGE,Cataluña,Barcelona,"Hospitalet de Llobregat, L'",CALLE FEIXA LLARGA S/N,08907,932607510,1086,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0908005182,080787,FUNDACIO SANITARIA SANT JOSEP,Cataluña,Barcelona,Igualada,CALLE CARME  VERDAGUER 56,08700,938032650,145,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005183,080826,HOSPITAL  DE  SANT  JAUME,Cataluña,Barcelona,Manlleu,CARRETERA D'OLOT 7,08560,938506565,90,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0908005184,080879,HOSPITAL DE SANT ANDREU,Cataluña,Barcelona,Manresa,CALLE REMEI DE DALT 3,08240,938743312,191,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005186,080832,CLINICA SANT JOSEP,Cataluña,Barcelona,Manresa,CALLE CAPUTXINS 16,08241,938744050,95,Hospitales Generales,Privados,,Sin concierto,SI
0908005187,080885,GERMANES HOSPITALARIES. HOSPITAL SAGRAT COR,Cataluña,Barcelona,Martorell,AVENIDA COMTE DE LLOBREGAT 117,08760,937752200,428,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
0908005188,080898,FUNDACIO HOSPITAL SANT JOAN DE DEU (MARTORELL),Cataluña,Barcelona,Martorell,AVENIDA MANCOMUNITATS COMARCALS 1,08760,937742020,112,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0908005189,080930,"CENTRE MEDIC MOLINS, SL",Cataluña,Barcelona,Molins de Rei,PASEO DEL TERRAPLE 97,08750,936680004,177,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005190,080945,HOSPITAL DE MOLLET,Cataluña,Barcelona,Mollet del Vallès,RONDA PINETONS 6-8,08100,935760300,174,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0908005192,080977,"BENITO MENNI, COMPLEX ASSISTENCIAL EN SALUT MENTAL",Cataluña,Barcelona,Sant Boi de Llobregat,CALLE DOCTOR ANTONI PUJADAS 38,08830,936402400,774,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
0908005193,080983,PARC SANITARI SANT JOAN DE DEU - RECINTE SANT BOI.,Cataluña,Barcelona,Sant Boi de Llobregat,CALLE DR. ANTONI PUJADAS 42,08830,936406350,1065,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0908005194,081000,HOSPITAL DE SANT CELONI.,Cataluña,Barcelona,Sant Celoni,AVENIDA DE L'HOSPITAL 19,08470,938670617,100,Hospitales Generales,Privados,,Red de utilización pública (RUP),NO
0908005195,081022,CASAL DE CURACIO,Cataluña,Barcelona,Vilassar de Mar,CALLE MARIA VIDAL 19,08340,937590241,81,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005196,081038,HOSPITAL RESIDENCIA SANT CAMIL - CONSORCI SANITARI DE L'ALT PENEDES I GARRAF,Cataluña,Barcelona,Sant Pere de Ribes,RONDA SANT  CAMIL S/N,08810,938960025,295,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005197,081069,FUNDACIO HOSPITAL DE L'ESPERIT SANT,Cataluña,Barcelona,Santa Coloma de Gramenet,AVENIDA MOSSEN JOSEP PONS I ROBADA  S/N,08923,933869648,177,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0908005198,081056,CENTRES ASSISTENCIALS DR. EMILI MIRA I LOPEZ (RECINTE TORRIBERA).,Cataluña,Barcelona,Santa Coloma de Gramenet,CALLE PRAT DE LA RIBA 171,08921,934628926,454,Hospitales de salud mental y tratamiento de toxicomanías,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005199,081081,HOSPITAL DE SANT LLATZER,Cataluña,Barcelona,Terrassa,PLAZA DOCTOR ROBERT 1,08221,937837111,77,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005200,081094,HOSPITAL UNIVERSITARI MUTUA DE TERRASSA,Cataluña,Barcelona,Terrassa,PLAZA DOCTOR ROBERT 5,08221,937365050,534,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0908005202,081115,CLINICA SANT JOSEP,Cataluña,Barcelona,Vic,CALLE SANT SEGIMON 3,08500,938861700,21,Hospitales Generales,Privados,,Sin concierto,NO
0908005203,081120,HOSPITAL DE LA SANTA CREU,Cataluña,Barcelona,Vic,RAMBLA HOSPITAL 52,08500,938833300,127,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005204,081189,HOSPITAL SANT ANTONI ABAT - CONSORCI SANITARI DEL GARRAF.,Cataluña,Barcelona,Vilanova i la Geltrú,CALLE SANT JOSEP 21,08800,938931616,111,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005205,080667,HOSPITAL UNIVERSITARI GERMANS TRIAS I PUJOL DE BADALONA,Cataluña,Barcelona,Badalona,CARRETERA CANYET S/N,08916,934651200,616,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0908005206,081017,HOSPITAL UNIVERSITARI GENERAL DE CATALUNYA,Cataluña,Barcelona,Sant Cugat del Vallès,CALLE PEDRO I PONS 1,08195,935656000,304,Hospitales Generales,Privados,,Sin concierto,SI
0908005207,081075,HOSPITAL DE TERRASSA.,Cataluña,Barcelona,Terrassa,CARRETERA TORREBONICA S/N,08227,937310007,460,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005208,080958,HOSPITAL DE SABADELL,Cataluña,Barcelona,Sabadell,CALLE PARC TAULÃ­ 1,08208,937231010,861,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005209,081108,HOSPITAL UNIVERSITARI DE VIC,Cataluña,Barcelona,Vic,CALLE FRANCESC PLA EL VIGATA 1,08500,938833300,294,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005210,081141,HOSPITAL DE VILADECANS,Cataluña,Barcelona,Viladecans,AVENIDA GAVA 38,08840,936590111,110,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0908005211,080484,HOSPITAL DE BARCELONA,Cataluña,Barcelona,Barcelona,AVENIDA DIAGONAL 660,08034,932542400,350,Hospitales Generales,Privados,,Sin concierto,SI
0908005212,081234,CENTRE SOCIOSANITARI VERGE DEL PUIG,Cataluña,Barcelona,Sant Celoni,CALLE CAMPINS 37,08470,938673995,40,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005213,081228,PRYTANIS SANT BOI CENTRE SOCIOSANITARI,Cataluña,Barcelona,Sant Boi de Llobregat,CALLE JOSEP TORRAS I BAGES 55,08830,936300931,122,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005214,080689,CENTRE SOCIOSANITARI EL CARME,Cataluña,Barcelona,Badalona,"CAMINO SANT JERONI DE LA MURTRA, 60",08917,935074710,210,Hospitales de media y larga estancia,Municipio,,Red de utilización pública (RUP),NO
0908005215,081192,CENTRE SOCIOSANITARI CAN TORRAS,Cataluña,Barcelona,Alella,CALLE FERRER I GUARDIA 9,08328,935551994,119,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005216,081213,CENTRE GERIATRIC DEL MARESME,Cataluña,Barcelona,Mataró,CALLE LEPANT 13-21,08301,937965003,125,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),SI
0908005217,080863,HOSPITAL DE SANT JOAN DE DEU (MANRESA),Cataluña,Barcelona,Manresa,CALLE JOAN SOLER 1-3,08243,939744050,425,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0908005218,081304,RESIDENCIA PUIG-REIG,Cataluña,Barcelona,Puig-reig,CALLE LLOBREGAT 75,08692,938380045,30,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005219,081287,RESIDENCIA L'ESTADA,Cataluña,Barcelona,Sant Andreu de Llavaneres,CAMINO DE LA MASIA S/N,08392,937926612,60,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005220,081311,RESIDENCIA SANTA SUSANNA,Cataluña,Barcelona,Caldes de Montbui,CALLE FONT I BOET 16,08140,938654994,99,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005221,081350,CENTRE POLIVALENT CAN FOSC,Cataluña,Barcelona,"Ametlla del Vallès, L'",CARRETERA DE LLERONA S/N,08480,938432786,56,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005225,081379,HOSPITAL SOCIOSANITARI MUTUAM GUELL,Cataluña,Barcelona,Barcelona,CALLE MARE DE DEU DE LA SALUT 49,08024,932133400,167,Hospitales de media y larga estancia,Privados,,Sin concierto.,SI
0908005226,081616,COMUNITAT TERAPEUTICA ARENYS DE MUNT,Cataluña,Barcelona,Arenys de Munt,CARRETERA BARRI ORIENT  CAN ZARIQUIEY 26,08358,937938006,42,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),NO
0908005227,081402,"MUTUA DE GRANOLLERS, MUTUA DE PREVISIO SOCIAL A PRIMA FIXA",Cataluña,Barcelona,Granollers,PLAZA PAU CASALS S/N,08402,938708099,20,Hospitales Generales,Privados,,Sin concierto,NO
0908005228,081728,HOSPITAL GENERAL PENITENCIARI,Cataluña,Barcelona,Terrassa,CARRETERA TORREBONICA S/N,08227,937317861,32,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Sin concierto,NO
0908005229,081430,HOSPITAL COMARCAL DE L'ALT PENEDES,Cataluña,Barcelona,Vilafranca del Penedès,CALLE ESPIRALL S/N,08720,938180440,144,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005230,081461,INSTITUT CATALA D'ONCOLOGIA - HOSPITAL DURAN I REYNALS,Cataluña,Barcelona,"Hospitalet de Llobregat, L'",AVENIDA GRAN VIA 203,08908,933357011,126,Hospitales especializados,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0908005231,081458,APTIMA CENTRE CLINIC - MUTUA DE TERRASSA,Cataluña,Barcelona,Terrassa,PLAZA DOCTOR ROBERT 5,08221,937365072,70,Hospitales Generales,Privados,,Sin concierto,NO
0908005232,081483,SAR MONT MARTI,Cataluña,Barcelona,Puig-reig,CARRETERA CASSERRES (ABANS PO. LA SALA S/N) 1,08692,938290138,20,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005236,081568,ITA CANET,Cataluña,Barcelona,Canet de Mar,RONDA SANT ELM 2,08360,932530137,77,Hospitales especializados,Privados,,Sin concierto,SI
0908005237,081326,HOSPITAL DE MATARO,Cataluña,Barcelona,Mataró,CARRETERA CIRERA 230,08304,937417700,402,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005238,081574,CLINICA LLURIA,Cataluña,Barcelona,Barcelona,PASAJE MERCADER 14,08008,934882142,40,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,SI
0908005240,081580,ANTIC HOSPITAL DE SANT JAUME I SANTA MAGDALENA,Cataluña,Barcelona,Mataró,CALLE HOSPITAL 29-31,08301,937582800,70,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005241,081593,PARC SANITARI SANT JOAN DE DEU - NUMANCIA,Cataluña,Barcelona,Barcelona,CALLE NUMANCIA 7-13,08029,933249600,159,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
0908005242,081739,CENTRE SOCIOSANITARI DE L'HOSPITALET - CONSORCI SANITARI INTEGRAL,Cataluña,Barcelona,"Hospitalet de Llobregat, L'",AVENIDA JOSEP MOLINS 41,08906,934407500,123,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005243,081605,PRYTANIS HOSPITALET CENTRE SOCIOSANITARI,Cataluña,Barcelona,"Hospitalet de Llobregat, L'",CALLE APRESTADORA 43-45,08902,932988090,142,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005245,081706,CENTRE COLLSEROLA MUTUAL,Cataluña,Barcelona,Barcelona,"PASEO VALL D'HEBRON, 159",08035,933613900,52,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005247,081649,HOSPITAL SOCIOSANITARI PERE VIRGILI,Cataluña,Barcelona,Barcelona,AVENIDA VALLCARCA 169-205,08023,932594000,366,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0908005248,081661,BENITO MENNI COMPLEX ASSISTENCIAL EN SALUT MENTAL,Cataluña,Barcelona,Granollers,CALLE FRANCESC RIBAS 59,08402,938425035,48,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),NO
0908005250,081694,INSTITUT CATALA D'ONCOLOGIA - HOSPITAL GERMANS TRIAS I PUJOL,Cataluña,Barcelona,Badalona,CARRETERA CANYET S/N,08916,934651200,36,Hospitales especializados,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0908005251,081672,HOSPITAL SANITAS CIMA,Cataluña,Barcelona,Barcelona,PASEO MANUEL GIRONA 33,08034,935522700,83,Hospitales Generales,Privados,,Sin concierto,NO
0908005252,081683,PARC SANITARI SANT JOAN DE DEU - UHPP - 1,Cataluña,Barcelona,Sant Esteve Sesrovires,"CARRETERA DE MARTORELL A CAPELLADES ,",08635,937758000,150,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0908005253,081885,HOSPITAL D'IGUALADA,Cataluña,Barcelona,Igualada,AVENIDA CATALUNYA 11,08700,938075500,285,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005255,081717,CENTRE SOCIOSANITARI SARQUAVITAE SANT JORDI,Cataluña,Barcelona,Cornellà de Llobregat,CARRETERA SANT JOAN DESPI 60,08940,934752690,51,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005257,081784,CENTRE SOCIOSANITARI D'ESPLUGUES,Cataluña,Barcelona,Esplugues de Llobregat,VIA AUGUSTA 66-70,08950,936406350,131,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005259,081740,CENTRO RESIDENCIAL DOMUSVI LA SALUT JOSEP SERVAT.,Cataluña,Barcelona,Barcelona,CALLE ANTEQUERA 8-18,08024,932857512,56,Hospitales de media y larga estancia,Privados,,Sin concierto,SI
0908005260,081795,CENTRE SOCIOSANITARI RICARD FORTUNY,Cataluña,Barcelona,Vilafranca del Penedès,AVENIDA GARRAF 3,08720,938172357,187,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0908005261,081751,CLINICA CREU BLANCA,Cataluña,Barcelona,Barcelona,"PASEO REINA  ELISENDA  DE  MONTCADA, 17",08034,932522522,51,Hospitales Generales,Privados,,Sin concierto,NO
0908005262,081919,PARC SANITARI SANT JOAN DE DEU - UHPP - 2,Cataluña,Barcelona,Sant Esteve Sesrovires,CARRETERA MARTORELL A CAPELLADES 23,08635,936935000,152,Hospitales Generales,Privados,,Sin concierto,NO
0908005263,081829,CENTRE FORUM,Cataluña,Barcelona,Barcelona,CALLE LLULL 410,08019,932483000,223,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005265,081762,HESTIA GRACIA,Cataluña,Barcelona,Barcelona,CALLE SECRETARI COLOMA 95,08024,934170400,153,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005268,080155,CLINICA MC LONDRES,Cataluña,Barcelona,Sant Cugat del Vallès,AVENIDA ALCALDE BARNILS 54,08174,934577200,16,Hospitales Generales,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,NO
0908005269,081830,CENTRE SOCIOSANITARI BLAUCLINIC DOLORS ALEU,Cataluña,Barcelona,Barcelona,CALLE MARQUES DE SANTA ANNA 9,08023,934343216,174,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),SI
0908005270,081874,CLINICA GALATEA,Cataluña,Barcelona,Barcelona,CALLE PALAFOLLS 15-19,08017,932057267,22,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
0908005271,081896,CENTRE SOCIAL I SANITARI FREDERICA MONTSENY,Cataluña,Barcelona,Viladecans,CALLE ESLIDA 6-8,08840,936473525,183,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),SI
0908005272,081964,UNITAT POLIVALENT SALUT MENTAL BARCELONA-NORD,Cataluña,Barcelona,Barcelona,AVENIDA JORDA 8,08035,934275250,52,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),NO
0908005273,082012,HOSPITAL QUIRON SALUD DEL VALLES - CLINICA DEL VALLES,Cataluña,Barcelona,Sabadell,PASEO RUBIO I ORS 25-27,08203,937283100,71,Hospitales Generales,Privados,,Sin concierto,SI
0908005275,081931,CENTRE SOCIOSANITARI SANT JORDI DE LA VALL D'HEBRON,Cataluña,Barcelona,Barcelona,PASEO VALL D'HEBRON 135-141,08035,934280000,57,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),SI
0908005276,081942,"LEPANT RESIDENCIAL QGG, SL",Cataluña,Barcelona,Barcelona,CALLE LEPANT 401-403,08025,934507438,31,Hospitales de media y larga estancia,Privados,,Sin concierto,SI
0908005279,081920,CENTRE INTEGRAL DE SERVEIS EN SALUT MENTAL COMUNITARIA,Cataluña,Barcelona,Barcelona,CALLE VERNTALLAT 11-19,08024,932184908,25,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
0908005280,082156,CLINICA SANT ANTONI,Cataluña,Barcelona,Barcelona,CALLE SANT ELOI 6-8,08038,932974010,300,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005282,081347,HOSPITAL UNIVERSITARI VALL D'HEBRON,Cataluña,Barcelona,Barcelona,PASEO VALL D'HEBRON 119-129,08035,934893000,1315,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0908005288,082066,HOSPITAL DE SANT JOAN DESPI MOISES BROGGI,Cataluña,Barcelona,Sant Joan Despí,CALLE ORIOL MARTORELL 12,08970,935531200,328,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0908005289,081997,"CQM CLINIC MARESME, SL",Cataluña,Barcelona,Mataró,CALLE LEPANT 13-21,08301,937556219,10,Hospitales Generales,Privados,,Sin concierto,NO
0908005290,082134,ITA MARESME,Cataluña,Barcelona,Barcelona,CALLE AVENIR 14,08006,933621258,56,Hospitales especializados,Privados,,Sin concierto,SI
0908005293,082112,UNITAT POLIVALENT BENITO MENNI EN SALUT MENTAL DE L'HOSPITALET-EL PRAT DE LLOBREGAT,Cataluña,Barcelona,"Hospitalet de Llobregat, L'",CALLE SANT RAFAEL 11,08905,936402400,35,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
0908005298,082145,CENTRE SOCIOSANITARI DEL CENTRE INTEGRAL DE SALUT COTXERES,Cataluña,Barcelona,Barcelona,AVENIDA BORBO 18-30,08016,932438991,209,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908005627,082178,HOSPITAL SOCIOSANITARI DE MOLLET,Cataluña,Barcelona,Mollet del Vallès,CALLE SANT LLORENÇ 39-41,08100,935760300,109,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),SI
0908005675,082190,IVAN MAÑERO CLINIC,Cataluña,Barcelona,Sant Cugat del Vallès,CALLE VICTOR HUGO 24,08174,902401540,17,Hospitales especializados,Privados,,Sin concierto,SI
0908007674,082213,CENTRE D'HOSPITALITZACIO I HOSPITAL DE DIA TRASTORNS DE LA CONDUCTA,Cataluña,Barcelona,Argentona,CALLE CIRES S/N,08310,937533006,40,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
0908008299,082189,CENTRE SOCIOSANITARI ISABEL ROIG,Cataluña,Barcelona,Barcelona,CALLE FERNANDO PESSOA 47-51,08030,931780667,251,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),SI
0908009231,082236,CENTRE LA CREUETA,Cataluña,Barcelona,Sabadell,PLAZA DE LES VAQUES S/N,08202,937451164,46,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908012300,082246,UNITAT TERAPEUTICA-EDUCATIVA ACOMPANYA'M,Cataluña,Barcelona,Barcelona,CALLE JESUS I MARIA 18-20,08022,932532100,30,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto.,NO
0908014829,082268,"RONDA DE DALT, CENTRE SOCIOSANITARI",Cataluña,Barcelona,Barcelona,CALLE PARE MARIANA 15,08035,937064156,34,Hospitales de media y larga estancia,Privados,,Sin concierto,NO
0908014888,082279,EATICA,Cataluña,Barcelona,Barcelona,CALLE ANGLI 64,08017,620407483,32,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
0908015458,082337,RESIDENCIA NAZARET,Cataluña,Barcelona,Malgrat de Mar,CALLE GUILLEM DE PALAFOLLS 3,08380,937619900,42,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0908015997,082338,MAS AMIGO CENTRE ESPECIALITZAT EN ADICCIONS,Cataluña,Barcelona,Santa Margarida de Montbui,BARRIADA MAS AMIGO S/N,08710,931353464,20,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
0917000807,170097,CLINICA SALUS INFIRMORUM,Cataluña,Girona,Banyoles,PASEO MOSSEN LLUIS CONSTANS 130,17820,972570208,100,Hospitales Generales,Privados,,Red de utilización pública (RUP),NO
0917000808,170101,HOSPITAL DE SANT JAUME,Cataluña,Girona,Blanes,CALLE JAUME ARCELOS 1,17300,972331550,23,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0917000809,170118,HOSPITAL DE CAMPDEVANOL,Cataluña,Girona,Campdevànol,CARRETERA DE GOMBREN 20,17530,972730028,80,Hospitales Generales,Privados,,Red de utilización pública (RUP),NO
0917000810,170123,HOSPITAL DE FIGUERES,Cataluña,Girona,Figueres,RONDA RECTOR AROLAS S/N,17600,972501400,168,Hospitales Generales,Otros privados,,Red de utilización pública (RUP),SI
0917000811,170139,CLINICA SANTA CREU,Cataluña,Girona,Figueres,"CALLE PERE III, 41",17600,972503650,35,Hospitales Generales,Privados,,Sin concierto,NO
0917000812,170031,CLINICA BOFILL,Cataluña,Girona,Girona,RONDA SANT ANTONI MARIA CLARET 20,17002,972204350,47,Hospitales Generales,Privados,,Sin concierto,NO
0917000813,170010,HOSPITAL UNIVERSITARI DE GIRONA DR. JOSEP TRUETA,Cataluña,Girona,Girona,AVENIDA FRANÇA S/N,17007,972940200,431,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0917000814,170059,CLINICA GIRONA,Cataluña,Girona,Girona,CALLE DE BARCELONA 204,17005,972204500,126,Hospitales Generales,Privados,,Red de utilización pública (RUP),NO
0917000815,170062,CLINICA QUIRURGICA ONYAR,Cataluña,Girona,Girona,CALLE HEROINES DE SANTA BARBARA 6,17004,972204900,38,Hospitales Generales,Privados,,Sin concierto,NO
0917000816,170301,HOSPITAL SANTA CATERINA-IAS,Cataluña,Girona,Salt,AVENIDA DOCTOR CASTANY (P. H. MARTI I JULIA) 90,17190,972182600,178,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0917000817,170216,HOSPITAL PSIQUIATRIC,Cataluña,Girona,Salt,"CALLE DOCTOR CASTANY, S/N",17190,972182512,593,Hospitales de salud mental y tratamiento de toxicomanías,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0917000818,170160,HOSPITAL SOCIOSANITARI DE LLORET DE MAR,Cataluña,Girona,Lloret de Mar,"CALLE VALL DE VENECIA, 59",17310,972364736,63,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0917000819,170176,HOSPITAL D'OLOT I COMARCAL DE LA GARROTXA,Cataluña,Girona,Olot,AVENIDA PAÃ¯SOS  CATALANS 86,17800,972261800,137,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0917000820,170195,HOSPITAL DE PALAMOS,Cataluña,Girona,Palamós,CALLE HOSPITAL. 36,17230,972600160,136,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0917000822,170221,RESIDENCIA DE GENT GRAN PUIG D'EN ROCA,Cataluña,Girona,Girona,CALLE ANTONI VARES I MARTINELL 37,17007,972209250,55,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),NO
0917000823,170237,HOSPITAL COMARCAL DE BLANES,Cataluña,Girona,Blanes,CARRETERA ACCES CALA SANT FRANCESC 5,17300,972353264,121,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0917000824,170242,RESIDENCIA GERIATRICA MARIA GAY,Cataluña,Girona,Girona,CALLE PORTAL NOU 12,17004,972205045,24,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0917000825,170255,HOSPITAL SOCIOSANITARI MUTUAM GIRONA,Cataluña,Girona,Girona,AVENIDA FRANÇA 64,17007,972171819,104,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0917000826,170277,CENTRE SOCIOSANITARI DE PUIGCERDA,Cataluña,Girona,Puigcerdà,CAMINO ANTIC DE LLIVIA S/N,17520,972880150,52,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0917000827,170288,CENTRE SOCIOSANITARI BERNAT JAUME,Cataluña,Girona,Figueres,RONDA RECTOR AROLAS S/N,17600,972501400,121,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),SI
0917000828,170299,INSTITUT CATALA D'ONCOLOGIA GIRONA - HOSPITAL JOSEP TRUETA,Cataluña,Girona,Girona,AVENIDA FRANÇA S/N,17007,972940200,26,Hospitales especializados,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0917000829,170323,CENTRE SOCIOSANITARI PARC HOSPITALARI MARTI I JULIA,Cataluña,Girona,Salt,CALLE DR. CASTANY S/N,17190,972182512,120,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0917000830,170312,CENTRE PALAMOS GENT GRAN,Cataluña,Girona,Palamós,CALLE PROVENÇA 36,17230,972600160,100,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0917001139,170334,HOSPITAL DE CERDANYA / HOPITAL DE CERDAGNE,Cataluña,Girona,Puigcerdà,CAMINO D'UR 31,17520,972114090,66,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
